event_id,session_id,step_name,event_timestamp,revenue_impact,user_id,traffic_source,campaign,session_start,region,device_type,browser
3ed2430f,e3345216-40d,4. Enter Payment,2026-03-08 19:35:36,0.0,e26ee84e,Direct,None,2026-03-08 19:30:14,APAC-East,Mobile,Chrome
c19a4e93,e3345216-40d,5. Purchase Complete,2026-03-08 19:36:40,75.16,e26ee84e,Direct,None,2026-03-08 19:30:14,APAC-East,Mobile,Chrome
8a0ac1f9,aa0f2d15-384,1. View Item,2026-03-17 12:30:27,0.0,14cb67ce,Google-Ads,BFCM-2026,2026-03-17 12:29:09,APAC-East,Desktop,Firefox
c7aa0aa1,12f655a0-548,1. View Item,2026-03-06 03:12:53,0.0,347ff0a2,Organic,BFCM-2026,2026-03-06 03:11:21,US-West,Mobile,Safari
8e74680e,12f655a0-548,2. Add to Cart,2026-03-06 03:14:37,0.0,347ff0a2,Organic,BFCM-2026,2026-03-06 03:11:21,US-West,Mobile,Safari
b17aac0d,58089199-978,1. View Item,2026-03-08 10:03:14,0.0,31fbace7,Google-Ads,None,2026-03-08 10:02:15,APAC-East,Mobile,Safari
6f37aa05,54633ac2-08b,1. View Item,2026-03-13 12:16:42,0.0,60c9c575,Organic,None,2026-03-13 12:15:35,EU-West,Desktop,Edge
15096ae6,54633ac2-08b,2. Add to Cart,2026-03-13 12:18:31,0.0,60c9c575,Organic,None,2026-03-13 12:15:35,EU-West,Desktop,Edge
87206fe2,54633ac2-08b,3. Enter Shipping,2026-03-13 12:19:16,0.0,60c9c575,Organic,None,2026-03-13 12:15:35,EU-West,Desktop,Edge
4b8dce32,54633ac2-08b,4. Enter Payment,2026-03-13 12:20:05,0.0,60c9c575,Organic,None,2026-03-13 12:15:35,EU-West,Desktop,Edge
a7318108,54633ac2-08b,5. Purchase Complete,2026-03-13 12:20:56,88.35,60c9c575,Organic,None,2026-03-13 12:15:35,EU-West,Desktop,Edge
aea1e20f,a92e158f-24e,1. View Item,2026-03-05 20:14:11,0.0,36211554,Google-Ads,None,2026-03-05 20:12:43,US-East,Desktop,Chrome
2da016cd,a92e158f-24e,2. Add to Cart,2026-03-05 20:14:33,0.0,36211554,Google-Ads,None,2026-03-05 20:12:43,US-East,Desktop,Chrome
d514c811,a92e158f-24e,3. Enter Shipping,2026-03-05 20:16:31,0.0,36211554,Google-Ads,None,2026-03-05 20:12:43,US-East,Desktop,Chrome
6d78bf15,a92e158f-24e,4. Enter Payment,2026-03-05 20:18:19,0.0,36211554,Google-Ads,None,2026-03-05 20:12:43,US-East,Desktop,Chrome
e99efd8b,a92e158f-24e,5. Purchase Complete,2026-03-05 20:19:03,100.44,36211554,Google-Ads,None,2026-03-05 20:12:43,US-East,Desktop,Chrome
64cff727,cd27da52-169,1. View Item,2026-03-20 08:00:28,0.0,e1f7dfef,Google-Ads,Retargeting-Promo,2026-03-20 07:59:54,US-West,Desktop,Chrome
ceb951db,cd27da52-169,2. Add to Cart,2026-03-20 08:01:18,0.0,e1f7dfef,Google-Ads,Retargeting-Promo,2026-03-20 07:59:54,US-West,Desktop,Chrome
db1044bb,cd27da52-169,3. Enter Shipping,2026-03-20 08:02:21,0.0,e1f7dfef,Google-Ads,Retargeting-Promo,2026-03-20 07:59:54,US-West,Desktop,Chrome
c21dafe7,cd27da52-169,4. Enter Payment,2026-03-20 08:02:48,0.0,e1f7dfef,Google-Ads,Retargeting-Promo,2026-03-20 07:59:54,US-West,Desktop,Chrome
6969e5e2,cd27da52-169,5. Purchase Complete,2026-03-20 08:04:33,65.55,e1f7dfef,Google-Ads,Retargeting-Promo,2026-03-20 07:59:54,US-West,Desktop,Chrome
c21bc4ad,779268aa-17a,1. View Item,2026-03-02 11:46:45,0.0,e75dad69,Facebook-Ads,Retargeting-Promo,2026-03-02 11:45:31,EU-West,Mobile,Chrome
00237c9e,779268aa-17a,2. Add to Cart,2026-03-02 11:47:57,0.0,e75dad69,Facebook-Ads,Retargeting-Promo,2026-03-02 11:45:31,EU-West,Mobile,Chrome
858f1e9e,779268aa-17a,3. Enter Shipping,2026-03-02 11:48:35,0.0,e75dad69,Facebook-Ads,Retargeting-Promo,2026-03-02 11:45:31,EU-West,Mobile,Chrome
19fe176c,95331519-162,1. View Item,2026-03-29 18:04:37,0.0,0dacb4f9,Organic,None,2026-03-29 18:03:20,US-East,Desktop,Firefox
393c2e4e,733b2ab3-3bd,1. View Item,2026-03-06 07:41:24,0.0,c720d02c,Organic,None,2026-03-06 07:39:46,US-West,Mobile,Chrome
2fb67894,81139b3f-c00,1. View Item,2026-03-14 09:38:21,0.0,1b4c380b,Organic,None,2026-03-14 09:37:34,US-West,Desktop,Edge
62a47b92,81139b3f-c00,2. Add to Cart,2026-03-14 09:39:53,0.0,1b4c380b,Organic,None,2026-03-14 09:37:34,US-West,Desktop,Edge
9c7b5819,81139b3f-c00,3. Enter Shipping,2026-03-14 09:40:28,0.0,1b4c380b,Organic,None,2026-03-14 09:37:34,US-West,Desktop,Edge
8275790d,81139b3f-c00,4. Enter Payment,2026-03-14 09:41:15,0.0,1b4c380b,Organic,None,2026-03-14 09:37:34,US-West,Desktop,Edge
108fb295,81139b3f-c00,5. Purchase Complete,2026-03-14 09:43:14,74.11,1b4c380b,Organic,None,2026-03-14 09:37:34,US-West,Desktop,Edge
71a8dec9,45ae5afd-351,1. View Item,2026-03-13 02:09:03,0.0,f9e860b4,Organic,BFCM-2026,2026-03-13 02:08:24,US-East,Desktop,Chrome
868c2e46,45ae5afd-351,2. Add to Cart,2026-03-13 02:09:56,0.0,f9e860b4,Organic,BFCM-2026,2026-03-13 02:08:24,US-East,Desktop,Chrome
82d23550,45ae5afd-351,3. Enter Shipping,2026-03-13 02:10:33,0.0,f9e860b4,Organic,BFCM-2026,2026-03-13 02:08:24,US-East,Desktop,Chrome
cfa73ae9,45ae5afd-351,4. Enter Payment,2026-03-13 02:11:30,0.0,f9e860b4,Organic,BFCM-2026,2026-03-13 02:08:24,US-East,Desktop,Chrome
c2dd3750,45ae5afd-351,5. Purchase Complete,2026-03-13 02:13:27,72.89,f9e860b4,Organic,BFCM-2026,2026-03-13 02:08:24,US-East,Desktop,Chrome
44694713,8c9b10c2-9e6,1. View Item,2026-03-01 21:16:50,0.0,b0f79c01,Direct,None,2026-03-01 21:16:30,US-West,Desktop,Chrome
0b8c68e1,8c9b10c2-9e6,2. Add to Cart,2026-03-01 21:18:10,0.0,b0f79c01,Direct,None,2026-03-01 21:16:30,US-West,Desktop,Chrome
43068f10,8c9b10c2-9e6,3. Enter Shipping,2026-03-01 21:18:44,0.0,b0f79c01,Direct,None,2026-03-01 21:16:30,US-West,Desktop,Chrome
6ffa4d05,856a6f1a-39d,1. View Item,2026-03-05 13:50:05,0.0,77645a30,Direct,None,2026-03-05 13:49:49,EU-West,Desktop,Chrome
61499e12,22af6dbb-f54,1. View Item,2026-03-29 00:34:22,0.0,893e9e25,Facebook-Ads,Retargeting-Promo,2026-03-29 00:34:02,US-West,Mobile,Chrome
c46f18c6,22af6dbb-f54,2. Add to Cart,2026-03-29 00:35:19,0.0,893e9e25,Facebook-Ads,Retargeting-Promo,2026-03-29 00:34:02,US-West,Mobile,Chrome
1f69c7d3,22af6dbb-f54,3. Enter Shipping,2026-03-29 00:37:17,0.0,893e9e25,Facebook-Ads,Retargeting-Promo,2026-03-29 00:34:02,US-West,Mobile,Chrome
f5b3090a,bd7c2563-d29,1. View Item,2026-03-26 12:59:01,0.0,60f8c045,Google-Ads,None,2026-03-26 12:57:34,US-East,Tablet,Chrome
58757ee1,9d99e552-b2c,1. View Item,2026-03-26 13:41:05,0.0,d9539157,Facebook-Ads,Retargeting-Promo,2026-03-26 13:40:36,US-East,Desktop,Chrome
c5f6ce1b,9d99e552-b2c,2. Add to Cart,2026-03-26 13:42:05,0.0,d9539157,Facebook-Ads,Retargeting-Promo,2026-03-26 13:40:36,US-East,Desktop,Chrome
daf236b3,9d99e552-b2c,3. Enter Shipping,2026-03-26 13:43:39,0.0,d9539157,Facebook-Ads,Retargeting-Promo,2026-03-26 13:40:36,US-East,Desktop,Chrome
eb098186,f0adb739-54e,1. View Item,2026-03-02 19:33:58,0.0,cf2e9dec,Organic,None,2026-03-02 19:32:00,US-East,Mobile,Safari
82fb10ed,f0adb739-54e,2. Add to Cart,2026-03-02 19:34:24,0.0,cf2e9dec,Organic,None,2026-03-02 19:32:00,US-East,Mobile,Safari
2132142c,f0adb739-54e,3. Enter Shipping,2026-03-02 19:36:04,0.0,cf2e9dec,Organic,None,2026-03-02 19:32:00,US-East,Mobile,Safari
63d94815,f0adb739-54e,4. Enter Payment,2026-03-02 19:36:19,0.0,cf2e9dec,Organic,None,2026-03-02 19:32:00,US-East,Mobile,Safari
ed6f76ad,f0adb739-54e,5. Purchase Complete,2026-03-02 19:37:17,82.19,cf2e9dec,Organic,None,2026-03-02 19:32:00,US-East,Mobile,Safari
568276cb,73536556-8ac,1. View Item,2026-03-01 17:26:36,0.0,be18eae6,Organic,Spring-Sale,2026-03-01 17:26:18,APAC-East,Desktop,Chrome
11500961,da687266-018,1. View Item,2026-03-30 09:05:35,0.0,6f2d30cb,Organic,None,2026-03-30 09:05:07,US-East,Mobile,Safari
c366ffbe,da687266-018,2. Add to Cart,2026-03-30 09:06:50,0.0,6f2d30cb,Organic,None,2026-03-30 09:05:07,US-East,Mobile,Safari
0dffbaff,da687266-018,3. Enter Shipping,2026-03-30 09:07:31,0.0,6f2d30cb,Organic,None,2026-03-30 09:05:07,US-East,Mobile,Safari
e4b592aa,da687266-018,4. Enter Payment,2026-03-30 09:09:02,0.0,6f2d30cb,Organic,None,2026-03-30 09:05:07,US-East,Mobile,Safari
720a499b,da687266-018,5. Purchase Complete,2026-03-30 09:10:33,68.49,6f2d30cb,Organic,None,2026-03-30 09:05:07,US-East,Mobile,Safari
45256d6e,641c9e18-4f3,1. View Item,2026-03-15 12:15:58,0.0,a8d67255,Facebook-Ads,Retargeting-Promo,2026-03-15 12:14:38,US-West,Desktop,Firefox
c323d083,641c9e18-4f3,2. Add to Cart,2026-03-15 12:17:37,0.0,a8d67255,Facebook-Ads,Retargeting-Promo,2026-03-15 12:14:38,US-West,Desktop,Firefox
44c9cf77,641c9e18-4f3,3. Enter Shipping,2026-03-15 12:19:33,0.0,a8d67255,Facebook-Ads,Retargeting-Promo,2026-03-15 12:14:38,US-West,Desktop,Firefox
436d13e0,00b335af-430,1. View Item,2026-03-22 09:32:42,0.0,b06f0888,Google-Ads,None,2026-03-22 09:30:55,US-East,Mobile,Safari
e90a993d,00b335af-430,2. Add to Cart,2026-03-22 09:33:21,0.0,b06f0888,Google-Ads,None,2026-03-22 09:30:55,US-East,Mobile,Safari
f26e4d7c,00b335af-430,3. Enter Shipping,2026-03-22 09:34:01,0.0,b06f0888,Google-Ads,None,2026-03-22 09:30:55,US-East,Mobile,Safari
9dfd6842,00b335af-430,4. Enter Payment,2026-03-22 09:34:41,0.0,b06f0888,Google-Ads,None,2026-03-22 09:30:55,US-East,Mobile,Safari
a85df01e,00b335af-430,5. Purchase Complete,2026-03-22 09:36:05,82.51,b06f0888,Google-Ads,None,2026-03-22 09:30:55,US-East,Mobile,Safari
a648f1a1,0d4a5756-ed4,1. View Item,2026-03-13 04:46:44,0.0,c4e7fae7,Google-Ads,None,2026-03-13 04:44:47,US-East,Tablet,Chrome
203d7656,8dfa2dfb-418,1. View Item,2026-03-14 01:58:49,0.0,5ca41fb5,Organic,BFCM-2026,2026-03-14 01:58:18,EU-West,Desktop,Chrome
c05c2e92,8dfa2dfb-418,2. Add to Cart,2026-03-14 01:59:18,0.0,5ca41fb5,Organic,BFCM-2026,2026-03-14 01:58:18,EU-West,Desktop,Chrome
f738c7fb,8dfa2dfb-418,3. Enter Shipping,2026-03-14 02:01:10,0.0,5ca41fb5,Organic,BFCM-2026,2026-03-14 01:58:18,EU-West,Desktop,Chrome
66bd89cd,8dfa2dfb-418,4. Enter Payment,2026-03-14 02:01:46,0.0,5ca41fb5,Organic,BFCM-2026,2026-03-14 01:58:18,EU-West,Desktop,Chrome
03f31cf4,8dfa2dfb-418,5. Purchase Complete,2026-03-14 02:03:09,80.23,5ca41fb5,Organic,BFCM-2026,2026-03-14 01:58:18,EU-West,Desktop,Chrome
8b1e3e2d,1a1ebff8-001,1. View Item,2026-03-02 09:20:03,0.0,6ab3bab9,Google-Ads,Retargeting-Promo,2026-03-02 09:18:12,EU-West,Mobile,Safari
49876130,22f5be2c-2ee,1. View Item,2026-03-27 05:03:50,0.0,68a19cdc,Facebook-Ads,Retargeting-Promo,2026-03-27 05:02:33,US-East,Desktop,Chrome
ecc5dea7,22f5be2c-2ee,2. Add to Cart,2026-03-27 05:05:13,0.0,68a19cdc,Facebook-Ads,Retargeting-Promo,2026-03-27 05:02:33,US-East,Desktop,Chrome
30f27087,22f5be2c-2ee,3. Enter Shipping,2026-03-27 05:06:09,0.0,68a19cdc,Facebook-Ads,Retargeting-Promo,2026-03-27 05:02:33,US-East,Desktop,Chrome
be1bd7d4,77d8fed5-eca,1. View Item,2026-03-05 16:19:19,0.0,91cac65a,Organic,None,2026-03-05 16:18:10,US-West,Desktop,Chrome
4a1c4b3c,77d8fed5-eca,2. Add to Cart,2026-03-05 16:19:37,0.0,91cac65a,Organic,None,2026-03-05 16:18:10,US-West,Desktop,Chrome
5460a1ab,77d8fed5-eca,3. Enter Shipping,2026-03-05 16:21:20,0.0,91cac65a,Organic,None,2026-03-05 16:18:10,US-West,Desktop,Chrome
acccce51,77d8fed5-eca,4. Enter Payment,2026-03-05 16:21:37,0.0,91cac65a,Organic,None,2026-03-05 16:18:10,US-West,Desktop,Chrome
3275e019,77d8fed5-eca,5. Purchase Complete,2026-03-05 16:23:12,74.51,91cac65a,Organic,None,2026-03-05 16:18:10,US-West,Desktop,Chrome
65c56fb4,1856b083-213,1. View Item,2026-03-20 15:29:49,0.0,23abee47,Google-Ads,None,2026-03-20 15:28:42,US-East,Desktop,Chrome
21b01c94,1856b083-213,2. Add to Cart,2026-03-20 15:31:04,0.0,23abee47,Google-Ads,None,2026-03-20 15:28:42,US-East,Desktop,Chrome
86fa5827,1856b083-213,3. Enter Shipping,2026-03-20 15:31:23,0.0,23abee47,Google-Ads,None,2026-03-20 15:28:42,US-East,Desktop,Chrome
8bac2b54,1856b083-213,4. Enter Payment,2026-03-20 15:32:53,0.0,23abee47,Google-Ads,None,2026-03-20 15:28:42,US-East,Desktop,Chrome
1577d02a,1856b083-213,5. Purchase Complete,2026-03-20 15:34:39,52.2,23abee47,Google-Ads,None,2026-03-20 15:28:42,US-East,Desktop,Chrome
71505c79,7eca7225-1e3,1. View Item,2026-03-13 19:32:49,0.0,3163aa28,Organic,None,2026-03-13 19:32:12,US-West,Desktop,Chrome
9dca2a78,44811138-b77,1. View Item,2026-03-07 01:21:29,0.0,03b7a90e,Facebook-Ads,Retargeting-Promo,2026-03-07 01:19:40,US-West,Desktop,Chrome
4ef13ba3,44811138-b77,2. Add to Cart,2026-03-07 01:23:02,0.0,03b7a90e,Facebook-Ads,Retargeting-Promo,2026-03-07 01:19:40,US-West,Desktop,Chrome
22d0b64a,44811138-b77,3. Enter Shipping,2026-03-07 01:24:21,0.0,03b7a90e,Facebook-Ads,Retargeting-Promo,2026-03-07 01:19:40,US-West,Desktop,Chrome
374706b6,79d5a4cf-349,1. View Item,2026-03-06 02:29:18,0.0,643d37ff,Google-Ads,BFCM-2026,2026-03-06 02:27:52,US-East,Desktop,Chrome
70f5d3cb,79d5a4cf-349,2. Add to Cart,2026-03-06 02:30:44,0.0,643d37ff,Google-Ads,BFCM-2026,2026-03-06 02:27:52,US-East,Desktop,Chrome
452911c8,79d5a4cf-349,3. Enter Shipping,2026-03-06 02:31:21,0.0,643d37ff,Google-Ads,BFCM-2026,2026-03-06 02:27:52,US-East,Desktop,Chrome
01b8091f,79d5a4cf-349,4. Enter Payment,2026-03-06 02:32:37,0.0,643d37ff,Google-Ads,BFCM-2026,2026-03-06 02:27:52,US-East,Desktop,Chrome
65208080,79d5a4cf-349,5. Purchase Complete,2026-03-06 02:33:35,81.15,643d37ff,Google-Ads,BFCM-2026,2026-03-06 02:27:52,US-East,Desktop,Chrome
cb67e832,dec2a643-7c0,1. View Item,2026-03-23 00:23:16,0.0,d5df4679,Organic,None,2026-03-23 00:21:31,US-East,Desktop,Chrome
f717a2ae,bb252fda-40a,1. View Item,2026-03-15 14:25:41,0.0,83737a1e,Google-Ads,Spring-Sale,2026-03-15 14:23:57,US-East,Desktop,Chrome
3dd7d03a,bb252fda-40a,2. Add to Cart,2026-03-15 14:26:44,0.0,83737a1e,Google-Ads,Spring-Sale,2026-03-15 14:23:57,US-East,Desktop,Chrome
e9454029,bb252fda-40a,3. Enter Shipping,2026-03-15 14:28:10,0.0,83737a1e,Google-Ads,Spring-Sale,2026-03-15 14:23:57,US-East,Desktop,Chrome
65dcd1d5,bb252fda-40a,4. Enter Payment,2026-03-15 14:28:32,0.0,83737a1e,Google-Ads,Spring-Sale,2026-03-15 14:23:57,US-East,Desktop,Chrome
88ebb5d5,bb252fda-40a,5. Purchase Complete,2026-03-15 14:29:57,53.86,83737a1e,Google-Ads,Spring-Sale,2026-03-15 14:23:57,US-East,Desktop,Chrome
1ad43345,aaee89e4-1ff,1. View Item,2026-03-23 07:33:24,0.0,ad27fcfa,Organic,Spring-Sale,2026-03-23 07:32:07,APAC-East,Mobile,Safari
e50cf8d1,aaee89e4-1ff,2. Add to Cart,2026-03-23 07:34:31,0.0,ad27fcfa,Organic,Spring-Sale,2026-03-23 07:32:07,APAC-East,Mobile,Safari
3319d7a8,aaee89e4-1ff,3. Enter Shipping,2026-03-23 07:36:24,0.0,ad27fcfa,Organic,Spring-Sale,2026-03-23 07:32:07,APAC-East,Mobile,Safari
7dc4c35f,aaee89e4-1ff,4. Enter Payment,2026-03-23 07:37:45,0.0,ad27fcfa,Organic,Spring-Sale,2026-03-23 07:32:07,APAC-East,Mobile,Safari
3d1230d9,4646e6f5-6fe,1. View Item,2026-03-16 23:58:33,0.0,3a96fccf,Facebook-Ads,Retargeting-Promo,2026-03-16 23:57:54,APAC-East,Tablet,Chrome
2b72232f,4646e6f5-6fe,2. Add to Cart,2026-03-16 23:59:20,0.0,3a96fccf,Facebook-Ads,Retargeting-Promo,2026-03-16 23:57:54,APAC-East,Tablet,Chrome
cb5eede2,4646e6f5-6fe,3. Enter Shipping,2026-03-16 23:59:50,0.0,3a96fccf,Facebook-Ads,Retargeting-Promo,2026-03-16 23:57:54,APAC-East,Tablet,Chrome
ece399c7,4a233e1e-cff,1. View Item,2026-03-27 20:34:00,0.0,6c8805ff,Direct,None,2026-03-27 20:32:45,US-East,Desktop,Chrome
1b767db4,4a233e1e-cff,2. Add to Cart,2026-03-27 20:35:35,0.0,6c8805ff,Direct,None,2026-03-27 20:32:45,US-East,Desktop,Chrome
43a72337,4a233e1e-cff,3. Enter Shipping,2026-03-27 20:36:18,0.0,6c8805ff,Direct,None,2026-03-27 20:32:45,US-East,Desktop,Chrome
61f622f1,4a233e1e-cff,4. Enter Payment,2026-03-27 20:36:53,0.0,6c8805ff,Direct,None,2026-03-27 20:32:45,US-East,Desktop,Chrome
51868760,4a233e1e-cff,5. Purchase Complete,2026-03-27 20:37:13,71.11,6c8805ff,Direct,None,2026-03-27 20:32:45,US-East,Desktop,Chrome
8a7cfabe,07f76d3d-a9f,1. View Item,2026-03-23 13:38:47,0.0,a1882442,Google-Ads,None,2026-03-23 13:37:36,EU-West,Desktop,Edge
57262e76,07f76d3d-a9f,2. Add to Cart,2026-03-23 13:40:22,0.0,a1882442,Google-Ads,None,2026-03-23 13:37:36,EU-West,Desktop,Edge
7e759451,b13792c5-773,1. View Item,2026-03-16 14:07:46,0.0,0f975c94,Organic,None,2026-03-16 14:06:18,US-East,Desktop,Firefox
ab7f11c1,b13792c5-773,2. Add to Cart,2026-03-16 14:08:01,0.0,0f975c94,Organic,None,2026-03-16 14:06:18,US-East,Desktop,Firefox
6962eaa5,b13792c5-773,3. Enter Shipping,2026-03-16 14:09:56,0.0,0f975c94,Organic,None,2026-03-16 14:06:18,US-East,Desktop,Firefox
e59dd5d4,b13792c5-773,4. Enter Payment,2026-03-16 14:10:36,0.0,0f975c94,Organic,None,2026-03-16 14:06:18,US-East,Desktop,Firefox
23b564ca,b13792c5-773,5. Purchase Complete,2026-03-16 14:12:20,64.86,0f975c94,Organic,None,2026-03-16 14:06:18,US-East,Desktop,Firefox
1dcad09d,3cc9dc49-971,1. View Item,2026-03-24 08:23:04,0.0,70c89529,Google-Ads,None,2026-03-24 08:22:14,US-East,Mobile,Safari
32972fbb,3cc9dc49-971,2. Add to Cart,2026-03-24 08:24:09,0.0,70c89529,Google-Ads,None,2026-03-24 08:22:14,US-East,Mobile,Safari
16855770,3cc9dc49-971,3. Enter Shipping,2026-03-24 08:25:13,0.0,70c89529,Google-Ads,None,2026-03-24 08:22:14,US-East,Mobile,Safari
e0a8ce2d,23fdd5bf-76c,1. View Item,2026-03-06 04:28:40,0.0,a5e43b00,Google-Ads,None,2026-03-06 04:27:06,EU-West,Mobile,Chrome
d9b830de,23fdd5bf-76c,2. Add to Cart,2026-03-06 04:30:02,0.0,a5e43b00,Google-Ads,None,2026-03-06 04:27:06,EU-West,Mobile,Chrome
7573a9ba,d6e7a8e3-972,1. View Item,2026-03-15 02:33:53,0.0,e4e9ebed,Organic,Spring-Sale,2026-03-15 02:31:58,APAC-East,Desktop,Edge
b320f720,d6e7a8e3-972,2. Add to Cart,2026-03-15 02:34:41,0.0,e4e9ebed,Organic,Spring-Sale,2026-03-15 02:31:58,APAC-East,Desktop,Edge
b21cc018,79ea4ab7-22a,1. View Item,2026-03-15 02:40:53,0.0,63bc6cd8,Organic,None,2026-03-15 02:40:34,APAC-East,Desktop,Chrome
d4d5ab91,79ea4ab7-22a,2. Add to Cart,2026-03-15 02:42:39,0.0,63bc6cd8,Organic,None,2026-03-15 02:40:34,APAC-East,Desktop,Chrome
4274ba88,79ea4ab7-22a,3. Enter Shipping,2026-03-15 02:43:26,0.0,63bc6cd8,Organic,None,2026-03-15 02:40:34,APAC-East,Desktop,Chrome
66ea9655,79ea4ab7-22a,4. Enter Payment,2026-03-15 02:45:01,0.0,63bc6cd8,Organic,None,2026-03-15 02:40:34,APAC-East,Desktop,Chrome
c1040c25,79ea4ab7-22a,5. Purchase Complete,2026-03-15 02:46:40,57.32,63bc6cd8,Organic,None,2026-03-15 02:40:34,APAC-East,Desktop,Chrome
c173b465,96a5e74c-afd,1. View Item,2026-03-04 03:40:56,0.0,6c5da18b,Facebook-Ads,Retargeting-Promo,2026-03-04 03:40:07,US-West,Desktop,Chrome
08b4bd42,96a5e74c-afd,2. Add to Cart,2026-03-04 03:42:21,0.0,6c5da18b,Facebook-Ads,Retargeting-Promo,2026-03-04 03:40:07,US-West,Desktop,Chrome
a726a516,96a5e74c-afd,3. Enter Shipping,2026-03-04 03:42:43,0.0,6c5da18b,Facebook-Ads,Retargeting-Promo,2026-03-04 03:40:07,US-West,Desktop,Chrome
00b075db,b7c26928-e74,1. View Item,2026-03-17 23:32:23,0.0,5d717dfe,Facebook-Ads,Retargeting-Promo,2026-03-17 23:31:09,US-East,Desktop,Chrome
1e87943c,b7c26928-e74,2. Add to Cart,2026-03-17 23:33:19,0.0,5d717dfe,Facebook-Ads,Retargeting-Promo,2026-03-17 23:31:09,US-East,Desktop,Chrome
166de2a1,b7c26928-e74,3. Enter Shipping,2026-03-17 23:35:08,0.0,5d717dfe,Facebook-Ads,Retargeting-Promo,2026-03-17 23:31:09,US-East,Desktop,Chrome
be5f242e,757f31f7-4d2,1. View Item,2026-03-01 16:44:13,0.0,b9c191ed,Facebook-Ads,Retargeting-Promo,2026-03-01 16:42:59,EU-West,Tablet,Firefox
da426177,757f31f7-4d2,2. Add to Cart,2026-03-01 16:44:32,0.0,b9c191ed,Facebook-Ads,Retargeting-Promo,2026-03-01 16:42:59,EU-West,Tablet,Firefox
cebec453,757f31f7-4d2,3. Enter Shipping,2026-03-01 16:46:14,0.0,b9c191ed,Facebook-Ads,Retargeting-Promo,2026-03-01 16:42:59,EU-West,Tablet,Firefox
83fac9eb,9d87f574-8b1,1. View Item,2026-03-06 11:01:55,0.0,a358f6ca,Google-Ads,None,2026-03-06 11:00:20,US-East,Mobile,Safari
0ca2b931,9d87f574-8b1,2. Add to Cart,2026-03-06 11:03:32,0.0,a358f6ca,Google-Ads,None,2026-03-06 11:00:20,US-East,Mobile,Safari
a5968081,9d87f574-8b1,3. Enter Shipping,2026-03-06 11:03:48,0.0,a358f6ca,Google-Ads,None,2026-03-06 11:00:20,US-East,Mobile,Safari
7c6229f5,9d87f574-8b1,4. Enter Payment,2026-03-06 11:04:59,0.0,a358f6ca,Google-Ads,None,2026-03-06 11:00:20,US-East,Mobile,Safari
32f89448,9d87f574-8b1,5. Purchase Complete,2026-03-06 11:06:03,87.18,a358f6ca,Google-Ads,None,2026-03-06 11:00:20,US-East,Mobile,Safari
8ab2485d,9e604b29-b9c,1. View Item,2026-03-29 11:44:27,0.0,79b48231,Facebook-Ads,Retargeting-Promo,2026-03-29 11:43:58,US-West,Desktop,Firefox
bf781509,9e604b29-b9c,2. Add to Cart,2026-03-29 11:45:41,0.0,79b48231,Facebook-Ads,Retargeting-Promo,2026-03-29 11:43:58,US-West,Desktop,Firefox
13e87da2,9e604b29-b9c,3. Enter Shipping,2026-03-29 11:47:22,0.0,79b48231,Facebook-Ads,Retargeting-Promo,2026-03-29 11:43:58,US-West,Desktop,Firefox
0b558b22,54328d57-e38,1. View Item,2026-03-21 04:42:13,0.0,dd4a6229,Google-Ads,BFCM-2026,2026-03-21 04:41:04,US-East,Mobile,Chrome
530bd4b3,54328d57-e38,2. Add to Cart,2026-03-21 04:43:31,0.0,dd4a6229,Google-Ads,BFCM-2026,2026-03-21 04:41:04,US-East,Mobile,Chrome
e0ddb7af,54328d57-e38,3. Enter Shipping,2026-03-21 04:43:51,0.0,dd4a6229,Google-Ads,BFCM-2026,2026-03-21 04:41:04,US-East,Mobile,Chrome
48bd86e1,54328d57-e38,4. Enter Payment,2026-03-21 04:44:19,0.0,dd4a6229,Google-Ads,BFCM-2026,2026-03-21 04:41:04,US-East,Mobile,Chrome
a86dc248,54328d57-e38,5. Purchase Complete,2026-03-21 04:45:25,97.95,dd4a6229,Google-Ads,BFCM-2026,2026-03-21 04:41:04,US-East,Mobile,Chrome
d46e920d,107ec9d0-4eb,1. View Item,2026-03-13 04:07:25,0.0,23d85c61,Organic,Retargeting-Promo,2026-03-13 04:05:57,US-West,Desktop,Chrome
77e8dc94,107ec9d0-4eb,2. Add to Cart,2026-03-13 04:09:10,0.0,23d85c61,Organic,Retargeting-Promo,2026-03-13 04:05:57,US-West,Desktop,Chrome
8ca22a47,107ec9d0-4eb,3. Enter Shipping,2026-03-13 04:10:13,0.0,23d85c61,Organic,Retargeting-Promo,2026-03-13 04:05:57,US-West,Desktop,Chrome
d7f1e691,c9b4c789-e5c,1. View Item,2026-03-20 07:05:31,0.0,1bb376d6,Facebook-Ads,Retargeting-Promo,2026-03-20 07:03:56,US-East,Desktop,Firefox
aa387133,c9b4c789-e5c,2. Add to Cart,2026-03-20 07:06:16,0.0,1bb376d6,Facebook-Ads,Retargeting-Promo,2026-03-20 07:03:56,US-East,Desktop,Firefox
6f8db5ea,c9b4c789-e5c,3. Enter Shipping,2026-03-20 07:07:27,0.0,1bb376d6,Facebook-Ads,Retargeting-Promo,2026-03-20 07:03:56,US-East,Desktop,Firefox
e495a19b,426bc99d-df4,1. View Item,2026-03-12 19:51:07,0.0,933777bb,Direct,Spring-Sale,2026-03-12 19:49:16,US-East,Mobile,Safari
